295.71 0 95.64 171.54 8.87 955.14 859.2 14
475 0 0 228 0 932 594 90
250 0 95.69 191.84 5.33 948.9 857.2 14
200 133 0 192 0 965.4 806.2 3
116 173 0 192 0 909.8 891.9 28
332.5 142.5 0 228 0 932 594 28
136.4 161.6 125.8 171.6 10.4 922.6 764.4 28
149 117.6 91.7 182.9 7.1 953.4 780.3 28
213.5 0 174.24 159.21 11.66 1043.6 771.9 3
229.68 0 118.16 195.23 6.13 1028.1 757.63 56
265 111 86 195 6 833 790 28
385 0 0 186 0 966 763 3
356 119 0 160 9.03 1061 657 28
229.97 0 118.31 195.47 4.63 1029.4 758.59 28
375 93.8 0 126.6 23.4 852.1 992.6 28
154.8 0 142.8 193.3 9.1 877.2 867.7 28
284 120 0 168 7 970 794 28
150.9 0 183.9 166.6 11.6 991.2 772.2 28
186.2 124.1 0 185.7 0 1083.4 764.3 28
250 0 95.69 187.42 5.53 956.86 861.17 3
491 26 123 201 3.93 822 699 56
313.3 145 0 178.5 8 867.2 824 28
298 137 107 201 6 878 655 28
525 0 0 189 0 1125 613 180
213.5 0 174.24 159.21 11.66 1043.6 771.9 100
287.3 120.5 93.9 187.6 9.2 904.4 695.9 28
362.6 189 0 164.9 11.6 944.7 755.8 91
424 22 132 168 8.92 822 750 28
172.38 13.61 172.37 156.76 4.14 1006.3 856.4 100
190.34 0 125.18 166.61 9.88 1079 798.9 14
296 0 0 192 0 1085 765 28
133 200 0 192 0 927.4 839.2 28
251.37 0 118.27 188.45 6.35 1028.4 757.73 56
218.85 0 124.13 158.49 11.33 1078.7 794.91 28
375 93.8 0 126.6 23.4 852.1 992.6 56
289 0 0 192 0 913.2 895.3 90
172.38 13.61 172.37 156.76 4.14 1006.3 856.4 28
183.9 122.6 0 203.5 0 959.2 800 90
297.8 137.2 106.9 201.3 6 878.4 655.3 28
238.05 0 94.11 186.66 7 949.91 847.01 3
277.19 97.82 24.46 160.7 11.19 1061.7 782.46 3
388.6 97.1 0 157.9 12.1 852.1 925.7 7
213.72 98.05 24.51 181.71 6.86 1065.8 785.38 100
141.3 212 0 203.5 0 971.8 748.5 3
198.6 132.4 0 192 0 978.4 825.5 90
313.3 262.2 0 175.5 8.6 1046.9 611.8 56
349 0 0 192 0 1056 809 90
213.5 0 174.24 159.21 11.66 1043.6 771.9 56
446 24 79 162 11.61 967 712 7
246.83 0 125.08 143.3 11.99 1086.8 800.89 28
166.8 250.2 0 203.5 0 975.6 692.6 7
213.74 0 174.74 154.79 10.16 1053.5 776.35 56
349 0 0 192 0 1047 806 90
145.4 0 178.9 201.7 7.8 824 868.7 28
491 26 123 201 3.93 822 699 7
297.16 0 117.54 174.8 9.52 1022.8 753.45 28
213.72 98.05 24.51 181.71 6.86 1065.8 785.38 28
212.57 0 100.39 159.35 10.37 1003.8 903.79 14
491 26 123 210 3.93 882 699 28
145 0 179 202 8 824 869 28
252 0 0 185 0 1111 784 28
212.07 0 121.62 180.31 5.69 1057.6 779.32 56
475 118.8 0 181.1 8.9 852.1 781.5 7
387 20 94 157 11.61 938 845 3
203.5 135.7 0 185.7 0 1076.2 759.3 7
165 128.5 132.1 175.06 8.08 1005.8 746.6 14
425 106.3 0 151.4 18.6 936 803.7 3
200 0 0 180 0 1125 845 7
238.05 0 94.11 186.66 7 949.91 847.01 100
252 0 0 185 0 1111 784 28
168.88 42.22 124.25 158.33 10.83 1080.8 796.15 100
218.85 0 124.13 158.49 11.33 1078.7 794.91 3
202 11 141 206 1.72 942 801 3
186.2 124.1 0 185.7 0 1083.4 764.3 7
151.8 178.1 138.7 167.5 18.3 944 694.6 28
380 0 0 228 0 932 670 180
446 24 79 162 11.64 967 712 56
303.6 139.9 0 213.5 6.2 895.5 722.5 28
213.74 0 174.74 154.79 10.16 1053.5 776.35 14
469 117.2 0 137.8 32.2 852.1 840.5 56
362.6 189 0 164.9 11.6 944.7 755.8 91
520 0 0 175 5.2 870 805 28
190.34 0 125.18 166.61 9.88 1079 798.9 28
380 95 0 228 0 932 594 270
405 0 0 175 0 1120 695 28
424 22 132 178 8.48 882 750 3
148 0 137 158 16 1002 830 28
116 173 0 192 0 909.8 891.9 7
134.7 0 165.7 180.2 10 961 804.9 28
229.97 0 118.31 195.47 4.63 1029.4 758.59 14
388.6 97.1 0 157.9 12.1 852.1 925.7 56
436 0 0 218 0 838.4 719.7 28
251.37 0 118.27 192.94 5.75 1043.6 754.3 56
166.8 250.2 0 203.5 0 975.6 692.6 28
332.5 142.5 0 228 0 932 594 270
425 106.3 0 153.5 16.5 852.1 887.1 28
237.5 237.5 0 228 0 932 594 270
425 106.3 0 153.5 16.5 852.1 887.1 28
143.6 0 174.9 158.4 17.9 942.7 844.5 28
250 0 95.69 187.42 5.53 956.86 861.17 56
290.2 193.5 0 185.7 0 998.2 704.3 28
149 236 0 176 13 847 893 28
140 133 103 200 7 916 753 28
376 0 0 214.6 0 1003.5 762.36 56
255 0 0 192 0 889.8 945 3
252.31 0 98.75 146.25 14.17 987.76 889.01 28
190.68 0 125.4 162.14 7.77 1090 804.01 56
153 145 113 178 8 867 824 28
190 190 0 228 0 932 670 270
173 116 0 192 0 946.8 856.8 3
178.03 129.8 118.6 179.94 3.57 1007.3 746.8 56
330.5 169.6 0 194.9 8.1 811 802.3 28
178.03 129.8 118.6 179.94 3.57 1007.3 746.8 100
143.7 170.2 132.6 191.6 8.5 814.1 805.3 28
359 19 141 154 10.91 942 801 56
252.1 97.1 75.6 193.8 8.3 835.5 821.4 28
331 0 0 192 0 1025 821 28
336 0 0 182 3 986 817 28
246.83 0 125.08 143.3 11.99 1086.8 800.89 100
153 102 0 192 0 888 943.1 3
236 0 0 194 0 968 885 14
401.8 94.7 0 147.4 11.4 946.8 852.1 3
212.52 0 100.37 159.32 8.71 1007.8 903.59 3
491 26 123 210 3.93 882 699 56
178.03 129.8 118.6 179.94 3.57 1007.3 746.8 14
139.9 132.6 103.3 200.3 7.4 916 753.4 28
359 19 141 154 10.91 942 801 7
210.7 316.1 0 185.7 0 977 689.3 28
362.6 189 0 164.9 11.6 944.7 755.8 28
387 20 94 157 14.32 938 845 3
425 106.3 0 153.5 16.5 852.1 887.1 56
281 0 0 186 0 1104 774 7
198.6 132.4 0 192 0 978.4 825.5 28
277.19 97.82 24.46 160.7 11.19 1061.7 782.46 100
302 0 0 203 0 974 817 14
295 0 0 185 0 1069 769 28
260.9 100.5 78.3 200.6 8.6 864.5 761.5 28
132 206.5 160.9 178.9 5.5 866.9 735.6 28
198.6 132.4 0 192 0 978.4 825.5 3
355 19 97 145 13.13 967 871 28
290.35 0 96.18 168.08 9.41 961.18 865 56
148.1 0 136.6 158.1 16.1 1001.8 830.1 28
298 0 107 210 11 880 744 28
167.35 129.9 128.62 175.46 7.79 1006.3 746.6 28
424 22 132 178 8.48 822 750 56
289 0 0 192 0 913.2 895.3 3
331 0 0 192 0 978 825 180
122.6 183.9 0 203.5 0 958.2 800.1 28
322 0 0 203 0 974 800 14
350 0 0 186 0 1050 770 28
425 106.3 0 153.5 16.5 852.1 887.1 91
192 288 0 192 0 929.8 716.1 3
213.74 0 174.74 154.79 10.16 1053.5 776.35 100
220.8 147.2 0 185.7 0 1055 744.3 28
310 0 0 192 0 971 850.6 3
333 0 0 192 0 931.2 842.6 7
266 114 0 228 0 932 670 28
173.54 50.05 173.53 164.77 6.47 1006.2 793.5 100
288 192 0 192 0 932 717.8 7
139.6 209.4 0 192 0 1047 806.9 90
233.81 0 94.58 197.89 4.567 947.04 852.16 3
305.3 203.5 0 203.5 0 965.4 631 28
212.07 0 121.62 180.31 5.69 1057.6 779.32 3
159 187 0 176 11 990 789 28
273 105 82 210 9 904 680 28
376 0 0 214.6 0 1003.5 762.36 100
153 145 0 178 8 1000 822 28
362.6 189 0 164.9 11.6 944.7 755.8 7
182.04 45.21 121.97 170.21 8.19 1059.4 780.65 56
284 119.7 0 168.3 7.2 970.4 794.2 28
149 139 109 193 6 892 780 28
165 0.02 143.57 163.81 0 1005.6 900.9 100
250.2 166.8 0 203.5 0 977.6 694.1 28
350 0 0 203 0 974 775 14
350 0 0 203 0 974 775 90
425 106.3 0 153.5 16.5 852.1 887.1 3
151 0 185 167 16 1074 678 28
173.81 93.37 159.9 172.34 9.73 1007.2 746.6 28
295.71 0 95.64 171.54 8.87 955.14 859.2 100
425 106.3 0 151.4 18.6 936 803.7 7
255 0 0 192 0 889.8 945 90
212 0 124.78 159 7.84 1085.4 799.54 56
167.95 42.08 163.83 121.75 5.72 1058.7 780.11 100
276 116 90 180 9 870 768 28
200 0 0 180 0 1125 845 28
277.05 0 97.39 160.6 11.83 973.9 875.61 100
198.6 132.4 0 192 0 978.4 825.5 180
359 19 141 154 10.91 942 801 28
190.34 0 125.18 166.61 9.88 1079 798.9 3
236 0 0 193 0 968 885 180
350 0 0 203 0 974 775 180
379.5 151.2 0 153.9 15.9 1134.3 605 28
182.04 45.21 121.97 170.21 8.19 1059.4 780.65 100
210.7 316.1 0 185.7 0 977 689.3 7
141.3 212 0 203.5 0 971.8 748.5 28
252.31 0 98.75 146.25 14.17 987.76 889.01 56
540 0 0 173 0 1125 613 14
332.5 142.5 0 228 0 932 594 180
379.5 151.2 0 153.9 15.9 1134.3 605 3
202 11 141 206 1.72 942 801 28
387 20 94 157 11.61 938 845 7
317.9 0 126.5 209.7 5.7 860.5 736.6 28
385 0 136 158 20 903 768 28
310 0 0 192 0 970 850 180
321.4 0 127.9 182.5 11.5 870.1 779.7 28
322 0 116 196 10 818 813 28
310 0 0 192 0 970 850 90
213.76 98.06 24.52 181.74 6.65 1066 785.52 3
250 180 95 159 9.45 860 800 28
366 187 0 191 7 824 757 28
313 161 0 178 10 917 759 28
425 106.3 0 151.4 18.6 936 803.7 56
152 178 139 168 18 944 695 28
333 0 0 192 0 931.2 842.6 28
359 19 141 154 10.91 942 801 7
385 0 0 186 0 966 763 1
218.23 54.64 123.78 140.75 11.91 1075.7 792.67 56
280 129 100 172 9 825 805 28
164 0 200 181 13 849 846 28
380 95 0 228 0 932 594 28
284 15 141 179 5.46 842 801 7
190.34 0 125.18 166.61 9.88 1079 798.9 56
331 0 0 192 0 978 825 28
254 0 0 198 0 968 863 365
251.37 0 118.27 188.45 5.75 1028.4 757.73 14
252.31 0 98.75 146.25 14.17 987.76 889.01 14
152 0 112 184 8 992 816 28
277.05 0 97.39 160.6 11.83 973.9 875.61 14
339 0 0 185 0 1069 754 7
218.23 54.64 123.78 140.75 11.91 1075.7 792.67 100
285 190 0 163 7.6 1031 685 28
310 0 0 192 0 970 850 28
337.9 189 0 174.9 9.5 944.7 755.8 56
313 0 113 178 8 1002 689 28
380 95 0 228 0 932 594 7
288 192 0 192 0 932 717.8 28
349 0 0 192 0 1056 809 120
251.37 0 118.27 192.94 5.75 1043.6 754.3 28
393 0 0 192 0 940 758 3
173 116 0 192 0 946.8 856.8 28
446 24 79 162 11.64 967 712 7
194.68 0 100.52 170.17 7.48 998 901.8 3
251.81 0 99.94 146.14 12.35 1006 899.76 28
166.09 0 163.27 176.46 4.49 1058.6 780.09 3
387 20 94 157 13.93 938 845 3
167.35 129.9 128.62 175.46 7.79 1006.3 746.6 3
266 114 0 228 0 932 670 365
425 106.3 0 153.5 16.5 852.1 887.1 7
339 0 0 197 0 968 781 14
192 288 0 192 0 929.8 716.1 90
376 0 0 214.6 0 1003.5 762.36 28
516 0 0 162 8.26 801 802 28
203.5 135.7 0 185.7 0 1076.2 759.3 28
322.2 0 115.6 196 10.4 817.9 813.4 28
425 106.3 0 151.4 18.6 936 803.7 28
194.68 0 100.52 165.62 7.48 1006.4 905.9 100
154 144 112 220 10 923 658 28
165 0.02 143.57 163.81 0 1005.6 900.9 3
321.3 164.2 0 190.5 4.6 870 774 28
388.6 97.1 0 157.9 12.1 852.1 925.7 28
250 0 95.69 187.42 5.53 956.86 861.17 14
295.8 0 0 185.7 0 1091.4 769.3 28
500 0 0 200 0 1125 613 270
355 19 97 145 12.25 967 871 28
192 288 0 192 0 929.8 716.1 7
475 0 0 228 0 932 594 28
480 0 0 192 0 936 721 90
337.9 189 0 174.9 9.5 944.7 755.8 3
155.6 243.5 0 180.3 10.7 1022 697.7 28
272.6 0 89.6 198.7 10.6 931.3 762.2 28
194.68 0 100.52 165.62 7.48 1006.4 905.9 3
387 20 94 157 13.93 938 845 56
333 0 0 192 0 931.2 842.6 90
255 0 0 192 0 889.8 945 7
540 0 0 162 2.5 1040 676 28
295.71 0 95.64 171.54 8.87 955.14 859.2 3
252.31 0 98.75 146.25 14.17 987.76 889.01 100
102 153 0 192 0 887 942 90
397 0 0 186 0 1040 734 28
305.3 203.5 0 203.5 0 965.4 631 3
296 0 0 186 0 1090 769 7
184 86 190 213 6 923 623 28
173.81 93.37 159.9 172.34 9.73 1007.2 746.6 14
212 141.3 0 203.5 0 973.4 750 7
252 0 0 185 0 1111 784 7
165 128.5 132.1 175.06 8.08 1005.8 746.6 100
231.75 0 121.62 173.96 6.72 1056.4 778.45 28
250 0 0 182 0 1100 820 28
427.5 47.5 0 228 0 932 594 7
425 106.3 0 153.5 16.5 852.1 887.1 28
325 0 0 184 0 1063 783 28
250.2 166.8 0 203.5 0 977.6 694.1 90
288 192 0 192 0 932 717.8 90
275 180 120 162 10.35 830 765 28
158.8 238.2 0 185.7 0 1040.6 734.3 7
397 0 0 185 0 1040 734 28
304 76 0 228 0 932 670 90
316.1 210.7 0 185.7 0 977 689.3 28
318.8 212.5 0 155.7 14.3 852.1 880.4 7
540 0 0 173 0 1125 613 90
318.8 212.5 0 155.7 14.3 852.1 880.4 56
237.5 237.5 0 228 0 932 594 180
122.6 183.9 0 203.5 0 958.2 800.1 7
213.5 0 174.24 159.21 11.66 1043.6 771.9 28
213.72 98.05 24.51 181.71 6.86 1065.8 785.38 3
332.5 142.5 0 228 0 932 594 365
337.9 189 0 174.9 9.5 944.7 755.8 91
362.6 189 0 164.9 11.6 944.7 755.8 56
251.37 0 118.27 188.45 5.75 1028.4 757.73 100
500 0 0 200 0 1125 613 28
218.23 54.64 123.78 140.75 11.91 1075.7 792.67 28
475 0 0 228 0 932 594 270
143 169 143 191 8 967 643 28
168.88 42.22 124.25 158.33 10.83 1080.8 796.15 3
238 0 0 186 0 1119 789 7
167.35 129.9 128.62 175.46 7.79 1006.3 746.6 100
305.3 203.5 0 203.5 0 965.4 631 7
144.8 0 133.6 180.8 11.1 979.5 811.5 28
249.1 0 98.75 158.11 12.8 987.76 889.01 56
318.8 212.5 0 155.7 14.3 852.1 880.4 3
236.9 91.7 71.5 246.9 6 852.9 695.4 28
157 236 0 192 0 935.4 781.2 3
246.83 0 125.08 143.3 11.99 1086.8 800.89 14
212.52 0 100.37 159.32 8.71 1007.8 903.59 56
296 0 106.7 221.4 10.5 819.2 778.4 28
525 0 0 189 0 1125 613 270
500 0 0 151 9 1033 655 28
181.9 272.8 0 185.7 0 1012.4 714.3 28
252.31 0 98.75 146.25 14.17 987.76 889.01 3
331 0 0 192 0 978 825 360
135.7 203.5 0 185.7 0 1076.2 759.3 28
349 0 0 192 0 1056 809 28
387 20 94 157 14.32 938 845 7
167 187 195 185 7 898 636 28
218.85 0 124.13 158.49 11.33 1078.7 794.91 100
181.38 0 167.01 169.59 7.56 1055.6 777.8 100
182.04 45.21 121.97 170.21 8.19 1059.4 780.65 14
339 0 0 197 0 968 781 7
326 0 138 199 11 801 792 28
272.8 105.1 81.8 209.7 9 904 679.7 28
331 0 0 192 0 978 825 3
355.9 0 141.6 193.3 11 801.4 778.4 28
475 118.8 0 181.1 8.9 852.1 781.5 28
337.9 189 0 174.9 9.5 944.7 755.8 28
143 169.4 142.7 190.7 8.4 967.4 643.5 28
164.2 0 200.1 181.2 12.6 849.3 846 28
212.52 0 100.37 159.32 8.71 1007.8 903.59 28
350 0 0 203 0 974 775 56
236 157 0 192 0 972.6 749.1 90
425 106.3 0 153.5 16.5 852.1 887.1 7
297.16 0 117.54 174.8 9.52 1022.8 753.45 100
313 145 0 127 8 1000 822 28
491 26 123 210 3.93 882 699 3
236 157 0 192 0 972.6 749.1 7
331 0 0 192 0 1025 821 3
212 0 124.78 159 7.84 1085.4 799.54 100
382.5 0 0 185.7 0 1047.8 739.3 28
450.1 50 0 200 3 1124.4 613.2 28
307 0 0 193 0 968 812 28
500 0 0 200 0 1125 613 3
525 0 0 189 0 1125 613 14
214.9 53.8 121.89 155.63 9.61 1014.3 780.58 3
298.2 0 107 209.7 11.1 879.6 744.2 28
393 0 0 192 0 940.6 785.6 3
145.9 230.5 0 202.5 3.4 827 871.8 28
222.36 0 96.67 189.29 4.46 967.08 870.32 28
222.36 0 96.67 189.29 4.46 967.08 870.32 14
389.9 189 0 145.9 22 944.7 755.8 28
250 0 95.69 187.42 5.53 956.86 861.17 100
145 0 134 181 11 979 812 28
425 106.3 0 153.5 16.5 852.1 887.1 91
531.3 0 0 141.8 28.2 852.1 893.7 56
281 0 0 185 0 1104 774 28
165 0.02 143.57 163.81 0 1005.6 900.9 56
162 190.1 148.1 178.8 18.8 838.1 741.4 28
313.3 262.2 0 175.5 8.6 1046.9 611.8 28
150 237 0 174 12 1069 675 28
376 0 0 214.6 0 1003.5 762.36 14
260 101 78 171 10 936 763 28
342 38 0 228 0 932 670 180
323.7 282.8 0 183.8 10.3 942.7 659.9 28
158.6 148.9 116 175.1 15 953.3 719.7 28
439 177 0 186 11.1 884.9 707.9 28
194.68 0 100.52 165.62 7.48 1006.4 905.9 56
108.3 162.4 0 203.5 0 938.2 849 7
295.8 0 0 185.7 0 1091.4 769.3 7
133 210 0 196 3 949 795 28
322 0 0 203 0 974 800 180
500 0 0 200 0 1125 613 90
139.6 209.4 0 192 0 1047 806.9 180
388.6 97.1 0 157.9 12.1 852.1 925.7 3
304 76 0 228 0 932 670 365
318.8 212.5 0 155.7 14.3 852.1 880.4 91
167.95 42.08 163.83 121.75 5.72 1058.7 780.11 28
307 0 0 193 0 968 812 180
277.05 0 97.39 160.6 11.83 973.9 875.61 56
362.6 189 0 164.9 11.6 944.7 755.8 91
254 0 0 198 0 968 863 90
339.2 0 0 185.7 0 1069.2 754.3 28
375 93.8 0 126.6 23.4 852.1 992.6 7
213.5 0 174.24 159.21 11.66 1043.6 771.9 14
277 0 0 191 0 968 856 14
446 24 79 162 10.3 967 712 56
158.8 238.2 0 185.7 0 1040.6 734.3 28
288 192 0 192 0 932 717.8 3
333 17.5 163 167 17.9 996 652 28
505 0 60 195 0 1030 630 28
172.38 13.61 172.37 156.76 4.14 1006.3 856.4 14
375 0 0 186 0 1038 758 7
141.9 166.6 129.7 173.5 10.9 882.6 785.3 28
144 170 133 192 8 814 805 28
238.05 0 94.11 186.66 7 949.91 847.01 14
277 117 91 191 7 946 666 28
231.75 0 121.62 173.96 6.72 1056.4 778.45 3
540 0 0 173 0 1125 613 28
167 75.4 167 164.03 7.91 1007.3 770.1 28
520 0 0 170 5.2 855 855 28
446 24 79 162 11.64 967 712 7
213.76 98.06 24.52 181.74 6.65 1066 785.52 14
162 190 148 179 19 838 741 28
218.85 0 124.13 158.49 11.33 1078.7 794.91 14
266 114 0 228 0 932 670 90
273 0 90 199 11 931 762 28
155 183 0 193 9 877 868 28
246.83 0 125.08 143.3 11.99 1086.8 800.89 3
229.97 0 118.31 195.47 4.63 1029.4 758.59 56
156 178 187 221 7 854 614 28
190 190 0 228 0 932 670 180
261.9 110.5 86.1 195.4 5 895.2 732.6 28
522 0 0 146 0 896 896 7
336.5 0 0 181.9 3.4 985.8 816.8 28
313.3 262.2 0 175.5 8.6 1046.9 611.8 7
166.8 250.2 0 203.5 0 975.6 692.6 90
310 0 0 192 0 970 850 7
307 0 0 193 0 968 812 365
277 0 0 191 0 968 856 180
159.1 186.7 0 175.6 11.3 989.6 788.9 28
525 0 0 189 0 1125 613 28
154.8 183.4 0 193.3 9.1 1047.4 696.7 28
375 93.8 0 126.6 23.4 852.1 992.6 91
246.83 0 125.08 143.3 11.99 1086.8 800.89 56
288.4 121 0 177.4 7 907.9 829.5 28
382 0 0 186 0 1111 784 7
323.7 282.8 0 183.8 10.3 942.7 659.9 3
149.5 236 0 175.8 12.6 846.8 892.7 28
425 106.3 0 153.5 16.5 852.1 887.1 91
381.4 0 0 185.7 0 1104.6 784.3 7
424 22 132 168 8.92 822 750 3
139.6 209.4 0 192 0 1047 806.9 7
287 121 94 188 9 904 696 28
387 20 94 157 13.93 938 845 7
141.3 212 0 203.5 0 971.8 748.5 7
284 15 141 179 5.46 842 801 28
427.5 47.5 0 228 0 932 594 180
446 24 79 162 11.64 967 712 28
297.16 0 117.54 174.8 9.52 1022.8 753.45 56
167 75.4 167 164.03 7.91 1007.3 770.1 3
313 145 0 178 8 1002 689 28
286.3 200.9 0 144.7 11.2 1004.6 803.7 3
475 118.8 0 181.1 8.9 852.1 781.5 91
250 0 95.69 191.84 5.33 948.9 857.2 56
148 175 0 171 2 1000 828 28
190.68 0 125.4 162.14 7.77 1090 804.01 3
387 20 94 157 11.61 938 845 56
102 153 0 192 0 887 942 28
339 0 0 197 0 968 781 365
310 0 0 192 0 1012 830 3
314 145.3 113.2 178.9 8 869.1 690.2 28
167 75.4 167 164.03 7.91 1007.3 770.1 14
190 190 0 228 0 932 670 90
393 0 0 192 0 940.6 785.6 7
218.23 54.64 123.78 140.75 11.91 1075.7 792.67 14
275 0 0 183 0 1088 808 28
374 189.2 0 170.1 10.1 926.1 756.7 3
296 0 0 192 0 1085 765 90
380 0 0 228 0 932 670 90
238.1 0 0 185.7 0 1118.8 789.3 7
190 190 0 228 0 932 670 28
469 117.2 0 137.8 32.2 852.1 840.5 3
214.9 53.8 121.89 155.63 9.61 1014.3 780.58 100
251.37 0 118.27 192.94 5.75 1043.6 754.3 14
108.3 162.4 0 203.5 0 938.2 849 90
250 0 95.69 191.84 5.33 948.9 857.2 28
122.6 183.9 0 203.5 0 958.2 800.1 3
313 145 0 178 8 867 824 28
181.38 0 167.01 169.59 7.56 1055.6 777.8 14
427.5 47.5 0 228 0 932 594 365
359 19 141 154 10.91 942 801 3
325.6 166.4 0 174 8.9 881.6 790 28
480 0 0 192 0 936.2 712.2 7
228 342.1 0 185.7 0 955.8 674.3 28
374 189.2 0 170.1 10.1 926.1 756.7 7
382 0 0 185 0 1047 739 7
236 0 0 193 0 968 885 7
168.88 42.22 124.25 158.33 10.83 1080.8 796.15 14
150.7 0 185.3 166.7 15.6 1074.5 678 28
181.9 272.8 0 185.7 0 1012.4 714.3 7
349 0 0 192 0 1056 809 7
272.8 181.9 0 185.7 0 1012.4 714.3 28
167.35 129.9 128.62 175.46 7.79 1006.3 746.6 14
229.68 0 118.16 195.23 6.13 1028.1 757.63 14
200 133 0 192 0 965.4 806.2 7
379.5 151.2 0 153.9 15.9 1134.3 605 7
144 15 195 176 6 1021 709 28
236 0 0 194 0 968 885 28
491 26 123 201 3.93 822 699 3
212.57 0 100.39 159.35 10.37 1003.8 903.79 56
339 0 0 197 0 968 781 90
290.35 0 96.18 168.08 9.41 961.18 865 3
297.16 0 117.54 174.8 9.52 1022.8 753.45 14
304 76 0 228 0 932 670 180
238.05 0 94.11 186.66 7 949.91 847.01 28
164 163 128 197 8 961 641 28
