480 0 0 192 0 936 721 28
485 0 0 146 0 1120 800 28
108.3 162.4 0 203.5 0 938.2 849 3
251.37 0 118.27 192.94 5.75 1043.6 754.3 3
116 173 0 192 0 909.8 891.9 90
362.6 189 0 164.9 11.6 944.7 755.8 3
439 177 0 186 11.1 884.9 707.9 56
165 128.5 132.1 175.06 8.08 1005.8 746.6 56
276.4 116 90.3 179.6 8.9 870.1 768.3 28
238 0 0 186 0 1119 789 28
307 0 0 193 0 968 812 3
362.6 189 0 164.9 11.6 944.7 755.8 3
157 236 0 192 0 935.4 781.2 7
439 177 0 186 11.1 884.9 707.9 7
480 0 0 192 0 936 721 3
251.37 0 118.27 188.45 6.35 1028.4 757.73 14
275.07 0 121.35 159.48 9.9 1053.6 777.5 28
387 20 94 157 11.61 938 845 28
362.6 189 0 164.9 11.6 944.7 755.8 56
213.72 98.05 24.51 181.71 6.86 1065.8 785.38 56
166.09 0 163.27 176.46 4.49 1058.6 780.09 28
250.2 166.8 0 203.5 0 977.6 694.1 7
302 0 0 203 0 974 817 28
389.9 189 0 145.9 22 944.7 755.8 3
339 0 0 197 0 968 781 180
264.5 111 86.5 195.5 5.9 832.6 790.4 28
331 0 0 192 0 1025 821 120
318 0 126 210 6 861 737 28
190.34 0 125.18 166.61 9.88 1079 798.9 100
147.8 175.1 0 171.2 2.2 1000 828.5 28
173.54 50.05 173.53 164.77 6.47 1006.2 793.5 3
475 0 0 162 9.5 1044 662 28
401.8 94.7 0 147.4 11.4 946.8 852.1 28
314 0 113 170 10 925 783 28
148.5 139.4 108.6 192.7 6.1 892.4 780 28
153.6 144.2 112.3 220.1 10.1 923.2 657.9 28
213.72 98.05 24.51 181.71 6.86 1065.8 785.38 14
154.8 0 142.8 193.3 9.1 1047.4 696.7 28
374 189.2 0 170.1 10.1 926.1 756.7 91
212.07 0 121.62 180.31 5.69 1057.6 779.32 14
236 0 0 194 0 968 885 3
286.3 200.9 0 144.7 11.2 1004.6 803.7 91
531.3 0 0 141.8 28.2 852.1 893.7 7
342 38 0 228 0 932 670 90
362.6 189 0 164.9 11.6 944.7 755.8 28
331 0 0 192 0 1025 821 7
